Tweets,Likes,Retweets,Sentiment,User,Location
Eine Rückkehr #Russlands in den Kreis der menschlichen Zivilisation ist eigentlich für die nächsten 30 Jahre auszuschließen. Bei einem Atomeinsatz für die nächsten 150 Jahre. Meine persönliche Einschätzung. https://t.co/2Fy9vKcxJi,0,0,0,Dieter,
Realschule Marktoberdorf: Für Ukraine-Spenden gibt es Gummibärchen #allgäu https://t.co/Yv39wwHBll,0,0,0,Allgäuer Zeitung,Kempten
"@_terry2020 Exactly ,Ukraine is being used to wage economic war with Russia",0,0,1,Africa Nationalist,
#PS4share #StandWithUkraine @ArmedForcesUkr @Ukraine @DI_Ukraine Thanks @RoyalFamily @KensingtonRoyal @BorisJohnson https://t.co/377yOcI85O,0,0,1,Lara Croft,"Odessa, Ukraine"
@beniaminmincu @ElrondNetwork @itheum Why is KYC process prohibited for Ukraine? Local legislation reasons?,0,0,0,Соски Шеремета,Киев
"@Sharkguy726 I saw a replay of the moon landing event on PBS.
That 💩 was staged and faker than our media's propaganda love for nazi ukraine",2,1,1,C0VlDizfake,
"apply sanctions to Ukraine - we will help you - we will divide this problem area into 4 sections - We will give Poland its lost territories, Romania, and Hungary!",0,0,0,станислав МИШИН,
@sahouraxo @sahouraxo its a completely different issue.  The issue is not just bombs someplace.  Its the REASON.  Ukraine is not in a civil war sweetie.  Do better.,0,0,1,Christopher,
The fact they are even discussing having Zelensky speak via livestream at the Oscars is all the proof I need that we are being lied to on a massive scale about Ukraine.,3,2,0,Jack Cody,"Oregon, USA"
"@Mediaite @davidaxelrod If he were still President, it wouldn't be good for Ukraine or NATO.",0,0,1,Patrick Maloney,
"Do you like to read? Listen to audiobooks? Have a kindle device? Or just the app? Try the Kindle Unlimited for $5 for 2 months. Normally $9.99 a month service. Try it today: 

https://t.co/ThTmUPL50G

#rtx3080 #COVID19 #Ukraine #StPeters #SmackDown #BridgertonSpoilers #cashapp https://t.co/YsydJWFpMY",1,0,1,Amazon Top 3 Kits,
"@IslandGirlPRV @RepStefanik @HouseGOP A study in contrast! Can anyone imagine if the role’s for these two Leaders were reversed? One thing’s for certain, there would not be a free democratic Ukraine right now. Slava Ukraini! 🇺🇦",1,0,1,SimonSez,Intermountain West
@RQPoliticalBlog @brewster_marty there was no US run bio labs in UKRAINE. They are part of  Cooperative threat reduction program . Russian disinformation,0,0,0,bill simon,
"Ukraine , de plus en plus de civils dénoncent les exactions azov... https://t.co/rIOhCPwybh",0,0,0,Claire Bobin,France Poitiers
@UKRINFORM Glory to Ukraine,0,0,0,Porteño Cronico,"Buenos Aires, Argentina"
Ukraine-Krieg: Nazis oder Helden? Das berüchtigte Asow-Regiment ist von Mythen umrankt https://t.co/tCjBL8Em79,0,0,0,stern_panorama,Hamburg
"B/c they're just like putin and trump. Pathetic. Evil. Vile. LOSERS.

Republicans are backing Ukraine in the war. So why is there support for Russia on America's far right? https://t.co/Hul9IJoh7V",0,0,-1,Daisy Belle,
"Vitali Klitschko begs Boris Johnson and Joe Biden to help Ukraine with more weapons

https://t.co/G0SbxZDOaJ https://t.co/OclIEWsS0c",0,0,1,Daily Star Sport,United Kingdom
"@JosepBorrellF Stop any traffic of goods and transport from/to the russian federation. Show your support in actions! This step will help russians understand that all people are united in their support for peaceful and independent #Ukraine !
#banrussia",0,0,1,Pavlo🇺🇦,Україна
"@EuromaidanPress That's right we're talking about you @skynews, get a grip or get out. #ukraine",0,0,1,WilliamB, 
"Daily Reminder: What we’re watching in Ukraine is a direct result of Biden kicking Trump’s ass after we unplugged Putin from flipping our votes. Vlad’s last hurrah was Bernie’s weird app-vote victory in Iowa. — Putin wouldn’t do this, had he been able to reinstall his squatter.",0,0,1,Vegan VO,West Michigan
"Können wir wirklich nur den Krieg schüren? Wo bleiben denn nur die Diplomaten? Wo bleiben die  Menschen die ""Schwerter zu Pflugschare"" fordern, die im Vorfeld auch nicht im ausreichenden Maß den #Kriegstreibern der #Nato und #EU Widerstand geleistet haben. https://t.co/3MV8ODmiJY",0,0,0,Berndt Müller,EDAU
"@ome_kiani19 @sidddtweets @micheinnz @dietz_meredith It's horrifying but I'm going to ask you to look at what Saudi Arabia is doing to Yemen right now, what Israel has done to Palestinians, what Russia is doing to Ukraine.  It's just plain LAZY to blame the United States for everything.",0,0,-1,a song sung by a forest within a forest...,"Here, Of Course"
@mfa_russia @StateDept @MFA_Ukraine @RusembUkraine @RussiaUN @Dpol_un @OSCE_SMM @RusEmbUSA @RusBotschaft Ukraine should ban the Russian language.  Ukraine should speak only Ukrainian and not an inferior language like Russian.  Ukraine needs to be independent of Russia 100%.  War criminal Putin needs to be put on trial at the International Criminal Court.  Russians are inferior.,0,0,-1,Cruel Critiq,
"Do you notice nobody important has the courage to share this tweet but @MJRLdeGraaff 

#Nazi #Ukraine #Russia #Donbass",0,0,1,Danℹ️ël Gerritsen ❌,"Vlaardingen, Nederland"
"La guerre en Ukraine est une aubaine.
Elle va sauver le secteur des gaz et pétroles de schiste en faillite...
https://t.co/pF7Y31gMnN",1,0,0,Bec En Fer,France
Russia says first phase of war is over as its advances in Ukraine appear to have stalled https://t.co/2xwP4rSKYt,0,0,1,KVIA ABC-7 News,El Paso
"#javascript #webdevelopment #SmallBusiness #France #CodeNewbies #Webdesign #100DaysOfCode  #UAE #DataScience  #Austria #America #Ireland #Spain #Greece #HongKong #Thailand  #NewZealand #Brazil #Seoul #Japan #Ukraine #Poland #Belgium  #Finland 
https://t.co/Ozun8T5oNs https://t.co/iHELRX6xtq",0,0,0,nbtechnologiesweb,Sri lanka
Ukraine says 'Nazis have returned' as Russian shelling wrecks Drobitsky Yar — the 2nd Holocaust memorial to be bombed during the war https://t.co/RcQtWNmRjg via @Yahoo,0,0,0,maria torrini,
"@DasaandePlas @JeroenPols ""Slava Ukraïne"" wil dus zeggen ""Heil Ukraïne"" als in ""heil Hitler""! https://t.co/snvqohu8Ca",0,0,0,Gerrit Zeilemaker,
@nypost @sharethis #usa #eu @nato R thereal #WarCriminals #barbaric #murders in #africa #iraq #libya #Afghanistan #Syria #yemen #nazi @EU_Commission #racist #Ukraine #soldiers use #nazi #symbols #farRight #west #kills #millions all over the #world @HRW @amnesty @unicef #DoubleStandards,0,0,0,I AM H,London- East End
"@tvn24 What are you doing? Do you want to help russians with bombing Ukraine? All authorities insist that there be no publication of the recent bombing of cities, for example Lviv!! but you keep doing it! you help putin kill Ukrainians
STOP IT",0,0,0,Olga Saichuk,
Helpt een verbod op fastfood in de buurt van scholen tegen overgewicht? Experts denken van wel https://t.co/ntLFA8ahat Zou Bruls een snackbar naast zijn huis hebben staan.. #Bruls #Ukraine #CAMANAVAisPink #hetjaarvanfortuyn #QUEENDOM2 #SaudiArabianGP,0,0,0,The Red Man 🎈,Meridian MS
@KyivIndependent Goot mentality for continued work in 🇺🇦  ukraine,0,0,0,panper rumores nuevas ocsiones covi coronas,
"@s_vakarchuk Ukraine will rebuild, and i'll be there from the UK spending my hard earned money getting to know this beautiful country and its amazing people",0,0,1,lareck,
Les hablan @lopezobrador_ @GobiernoMX @SRE_mx @m_ebrard @jenarovillamil @JesusRCuevas no pueden navegar en medio de una ilegalidad y brutalidad. Los hace cómplices!#Ukraine #Ucrania sanciones y condena a #Rusia ya! https://t.co/75lPjhMevi,0,0,0,Ruben Reachi,"ÜT: 22.889303,-109.908578"
How Russia’s War on Ukraine Will Change the World https://t.co/JR05DbnGyE,0,0,0,Richard Harrington,"Toronto, Ontario"
"Interesting how loud everyone got, in the last few days Japan has  announced that Kremlin-controlled Kuril Islands belong to Japan, Polish General stated that Warsaw has the right to claim Kaliningrad, Nagorno-Karabah destabilised as the russian troops left to Ukraine https://t.co/dCQaKpwZNM",3,1,1,online | Kharkiv 🇺🇦,
Glory to Ukraine. https://t.co/Hu4WLoLI3X,0,0,0,Joe Wall,"Knoxville, Tennessee"
Go check out eldritcharchitect's fundraiser for Operation: Ukraine on @Tiltify | https://t.co/YRqjHmWK8i,0,0,0,Goomba paints,United Kingdom
"Russian cruise missiles go BOOM in Nikolaev, Nikolaev Oblast, southern Ukraine. https://t.co/YA4M3iMPgv",3,0,0,сезза мессия 🐘🍩,"Luhansk, Russia"
"""Le sommet de Bucarest en 2008 consacrait la décision de faire de l’Ukraine et de la Géorgie des pays membres de l’Otan, même si à la demande de la France et de l’Allemagne, la mise en œuvre en était reportée. Mais la décision de principe était bien prise"" https://t.co/xDjILKqg5I",0,0,0,Guillaume Perrault,Paris
@astaines @KatieGHannon @CMOIreland @ISAGCOVID19 Ukraine.....and we going on about a few hundred in hospital with a glorified cold..bloody hell.,0,0,-1,Tom Kane,Ireland
"@the_karim786 @nikita_mazepin His fault is obvious. He suport Putin, who kills people on Ukraine. He was in F1 thanks to dirty many. He try to do classic sportwashing.",0,0,1,RealMisterX,
@zypisfy @SecularSandwich @realsandy7 @bex_fur @OnlyaMoment3 @BentDepraved @Avic_Wins @Cern_lXXl @WondersNorbit @Melanie33720945 @TertiusIV @Chortling_Man @StillDizzy2 @mikeresister @A_Damned_smith @1pckt @hubie0 @peter_telecom @WmManry @Felix_Cat7 @dirk_fasshauer @kim_because @Raven4212 @kraegkust @pray2pesci @Simple_Shaman @SkepticSplinter @Wolfpak561 @LeannEAF @duyajek_viminov @MucusMucous @Wally_Wego @badgervindaloo @Godfly__ @PraiseHisName50 @Ah_Science @JELLYFISHMOON1 @TakeThatDarwin @zapher134 @Projectedsouli1 @alan244g @tk_the_kitsune @RavenLove69 @kester_lowers @DoubleDumas @Janetb172 @Adzam112 @globalist13903 @BenefactrChurch @HowzitgoinSunny He just bombed a chemical storage facility in western Ukraine. I'm watching the monster fire as we speak.,1,0,1,Ross Gilroy,
"10. - 14. Mai
#Eurovision- Song-Contest
im Pala Olimpico in Turin

Die Ukraine wird m dem Lied
""Stephania""
antreten:

https://t.co/fVTguMOZ6S

""Mutter Stephania
Stephania Mutter
das Feld blüht
aber ihr Haar ergraut ...""

Welch eindrucksvolles Volk !
Mögen Sie auch hier gewinnen !",0,0,0,Dandelions Awaken,
Republicans are backing Ukraine in the war. So why is there support for Russia on America's far right? #SmartNews  https://t.co/Tt8vPHlL9v,0,0,1,US Navy Veteran 🇺🇸🇺🇦🌻🌻,"Florida Now, Past Chicagoland "
@GunterFehlinger @avucic @SerbianGov you have full support from ukraine... https://t.co/2LV8SAUS9J,1,0,1,Misa Maglovski,"Belgrade, Republic of Serbia"
"Кобза - Зачекай - [Ukraine, Psychedelic/Jazz/Funk] (1976)
https://t.co/DjFXCB3WXg
https://t.co/6O2t9d10sz",0,0,0,Vintage Obscura Radio,📻
"🇺🇦🇷🇺 ALERTE - La #Russie a mené des frappes à #Lviv, tout à l'ouest de l'#Ukraine, moins de 24h après avoir assuré se ""concentrer sur l'est"" du pays. Plusieurs #explosions ont été entendues. (AFP/médias locaux) #UkraineRussiaWar",1,0,0,Hugo & Quentin 🇺🇦,📩 hugoetquentin48@gmail.com
"#Ucrânia / #Ukraine 🇺🇦 : According to sources, there was a mass surrender of #Ukrainian soldiers on the outskirts of #Kiev .

#BREAKING #BreakingNews #Ukraine #UkraineRussiaConflict #War #Russia #UkraineRussia #Russian #RussiaUkraine #Agora #AHORA . https://t.co/SRYKn9Wqfn",0,0,0,Mohlabani ☭ 🇧🇷 🇱🇸,Brasil
@McLoughlinPost @Europarl_EN @JustinTrudeau That's Russia not Ukraine. Your are  spreadng misinformation https://t.co/aYxPGlpOiM,0,0,0,opposeBrexit & FortressUK,United Kingdom
Ignominious death to all Putin’s generals invading Ukraine. https://t.co/cSboIhMFcv,0,0,0,Christopher Leone,Scottsdale & Fountain Hills AZ
"@RKTwts ya anduke budget vasthe finance experts, politics paina political analysts, covid vasthe health experts and ukraine war vasthe war experts avuthunnaru faceless people on social media",0,0,1,Brahma,"ÜT: 12.91821,77.582161"
"Ukraine : « Tout est réuni, Hunter, Burisma, Kolomoisky, Zelensky et les «enfants brûlés vifs à Donetsk», les États-Unis sont-ils entraînés dans la Troisième Guerre mondiale à cause de la corruption de la famille criminelle Biden ? – L'Informateur. https://t.co/78SIjT8dHk",0,0,0,Dom Barbarella,Suisse
"@PowerUSAID Humanity throughout the world, please read this tweet that directly came from a doctor that lives in #Tigray. Support #Ukraine but also remember #Tigray. https://t.co/Fi2kTFnbpY",0,0,1,Berhe Girmay,
"@larisamlbrown @sentdefender Ils n'ont aucune chance. Vu comment ils se débrouillent en Ukraine. Et puis l'Estonie c'est l'OTAN, on ferait de la #Russie une bouchée de pain.",0,0,0,Robert Mouzi,
@TaxWaldemar @mfa_russia @natomission_ru @NATO @MFA_Ukraine @RusembUkraine @RusEmbUSA @StateDept @FranceEnRussie @GermanyDiplo @francediplo Where did u get these information?,0,0,0,Elina_Qiao,The Earth
@MadamAshleyLee @AndriySadovyi wasn't the ethnical cleansing of people from Eastern-Ukraine an unjust attack also? watch this: https://t.co/wHcIqoPsHk,0,0,0,Schwanstein (The Ghost of the Universe 🚀),Centre of the Universe@BigBang
🇭🇺⚡Le Premier ministre hongrois Viktor Orban : Nous ne permettrons pas à la Hongrie d'être impliquée dans la guerre - nous n'enverrons pas de troupes et d'armes en Ukraine. https://t.co/afTpbF56Xs,1,0,0,Mike Allison,Faraway
@POTUS Thank you sir for showing the world we are with Ukraine and they need our comfort and support.,0,0,0,D Echo,"Virginia Beach, VA"
Clear message from Putin to Biden that Ukraine needs means for effective air defence. https://t.co/4pQZetel6b,0,0,1,Frank Davies,Scotland.
@MrMoen2 @DrKulikauskas @BBCWorld Moen is there a nato buildup near borders common to nato and ukraine. I havent seen an article saying so. If there is then its good. A positive intent shown by nato. But if its not then claims of an appropriate response by nato wont carry weight,0,0,1,Hemant Ganga,"मुंबई, भारत"
American held by Russians in Ukraine released https://t.co/AdTvpKOe2Y,1,0,0,WDTN,Dayton Ohio
Russia invaded Ukraine https://t.co/dIdYGhgxgE,5,0,0,Centrist 🤝Madness,Suburbs
"🇺🇦 Украинская армия отбросила войска РФ от Киева на расстояние 70 километров, а в некоторых районах - на 35 км, - сообщили в Минобороны Украины.

#новости #украина #news #ukraine",0,0,0,A1 Breaking,
"@DmytroKuleba @AUCHAN_France @alcampo @leroymerlinfr @Decathlon By refusing to end business activities in Russia, Auchan Holding makes a conscious choice to further sponsor Russian atrocities in Ukraine and make blood profits. I call on all customers and partners around the globe to boycott!  
@AUCHAN_France @alcampo @Leroymerlinfr @Decathlon",0,0,1,Marina,
@David0Graham Have you not joined up with the foreign fighters yet? Off you pop 👍 #Ukraine,0,0,-1,Danny🇵🇸,32 Counties.
"@eucopresident @POTUS Δεύτερος μήνας πολέμου στην Ουκρανία! Προφανείς εξελίξεις &amp; απρόβλεπτες συνέπειες- Επιχειρησιακό τέλμα ή επιτυχής στρατηγική; https://t.co/dtb7avsVKQ 

2 MONTHS WAR IN UKRAINE?VERY LONG TIME+NOTHING GOOD HAPPENS!BECAUSE U VOTERS ARE UNEDUCATED CHRISTIAN SHEEPS+VOTE ALLTIMES WRONG",1,1,1,CRYPTOLYMP ATARAXIA OCTAEXOPLANETS.SHOCKHERACULIX!,HERMETIC-ZOE-DELPHIPOLISUN ZOO
Madax waynaha Ruushka waainlagaqataa daka Ukraine https://t.co/Fb8lDRxO7X,0,0,0,Crixmanyussuf,
@SharonO42821490 @ctvregina 3 out of 705 European politicians (who all happen to be hard right ideologues who think COVID is a deep state conspiracy) called him out. These 3 politicians are  apologists for the Putin regime and its invasion of Ukraine.,1,0,-1,Dennis Kendel,Saskatoon
